YEAR,STATE,STATE_ABV,TOTAL_BALLOTS_COUNTED,VOTE_FOR_HIGHEST_OFFICE,VAP,NONCITIZEN_PCT,INELIGIBLE_PRISON,INELIGIBLE_PROBATION,INELIGIBLE_PAROLE,INELIGIBLE_FELONS_TOTAL,ELIGIBLE_OVERSEAS,VEP,VEP_TURNOUT_RATE,VAP_TURNOUT_RATE
2006,South Dakota,SD,341105,335508,589178,1.4%,"3,359",0,"2,444","5,803",,"575,127",59.31%,57.90%
2006,Tennessee,TN,1868363,1833695,4641909,3.1%,"25,745","52,558","8,630","60,654",,"4,437,356",42.11%,40.25%
2006,Texas,TX,,4399068,17029802,13.4%,"172,116","431,967","101,916","490,016",,"14,257,793",,
2006,Utah,UT,582561,571252,1752158,7.1%,"6,430",0,0,"6,430",,"1,621,325",35.93%,33.25%
2006,Vermont,VT,263025,262726,487141,2.0%,0,0,0,0,,"477,398",55.10%,53.99%
2006,Virginia,VA,2398589,2370445,5867219,6.7%,"36,688","48,144","4,499","65,259",,"5,408,856",44.35%,40.88%
2006,Washington,WA,2085074,2083734,4861001,8.0%,"17,561","108,076","11,568","83,167",,"4,388,954",47.51%,42.89%
2006,West Virginia,WV,473014,459884,1439052,0.7%,"5,733","7,668","1,416","10,983",,"1,417,996",33.36%,32.87%
2006,Wisconsin,WI,2183155,2161700,4240696,2.9%,"23,431","55,806","15,907","67,241",,"4,050,475",53.90%,51.48%
2006,Wyoming,WY,196217,193892,400187,2.0%,"2,114","5,225",609,"5,336",,"386,847",50.72%,49.03%
2004,United States,,123535883,122294978,220336019,8.2%,"1,490,169","2,387,283","474,632","3,158,443","3,862,836","202,972,858",60.86%,56.07%
2004,Alabama,AL,1890317,1883415,3427542,1.9%,"26,521","36,795","7,745","52,664",,"3,309,755",57.11%,55.15%
2004,Alaska,AK,314502,312598,476378,4.0%,"4,515","5,547",951,"8,240",,"449,083",70.03%,66.02%
2004,Arizona,AZ,2038069,2012585,4215706,11.5%,"31,631","69,343","5,671","71,974",,"3,658,926",55.70%,48.34%
2004,Arkansas,AR,1070573,1054945,2072986,2.8%,"13,477","29,128","14,844","42,885",,"1,972,057",54.29%,51.64%
2004,California,CA,12589367,12421852,26246548,18.8%,"166,053",0,"110,261","276,314",,"21,035,883",59.85%,47.97%
2004,Colorado,CO,2148036,2129630,3443164,7.5%,"19,756",0,"7,383","27,139",,"3,157,788",68.02%,62.39%
2004,Connecticut,CT,1607808,1578769,2652587,7.3%,"20,018",0,"2,552","22,570",,"2,436,378",65.99%,60.61%
2004,Delaware,DE,377407,375190,635370,4.7%,"6,973","18,725",539,"16,875",,"588,633",64.12%,59.40%
2004,District of Columbia,DC,230105,227586,458758,10.0%,0,0,0,0,,"412,882",55.73%,50.16%
2004,Florida,FL,7640319,7609810,13643828,11.2%,"84,733","281,170","4,888","230,206",,"11,885,513",64.28%,56.00%
2004,Georgia,GA,3317336,3301875,6499325,6.8%,"48,625","419,350","23,344","281,644",,"5,775,727",57.44%,51.04%
2004,Hawaii,HI,431662,429013,982882,7.9%,"5,946",0,0,"5,946",,"899,288",48.00%,43.92%
2004,Idaho,ID,612786,598376,1016255,4.1%,"6,312","44,580","2,370","30,972",,"943,617",64.94%,60.30%
2004,Illinois,IL,5350493,5274322,9391420,9.0%,"44,379",0,0,"44,379",,"8,501,813",62.93%,56.97%
2004,Indiana,IN,2512142,2468002,4660157,2.7%,"23,760",0,0,"23,760",,"4,510,573",55.69%,53.91%
2004,Iowa,IA,1521966,1506908,2239979,2.6%,"8,611","22,832","3,317","23,344",,"2,158,396",70.51%,67.95%
2004,Kansas,KS,1213108,1187756,2032763,4.3%,"9,152","14,309","4,525","20,832",,"1,924,522",63.03%,59.68%
2004,Kentucky,KY,1816867,1795860,3157464,1.7%,"17,763","33,286","8,006","42,412",,"3,061,375",59.35%,57.54%
2004,Louisiana,LA,1956590,1943106,3379937,1.8%,"36,745","38,470","24,387","80,367",,"3,238,731",60.41%,57.89%
2004,Maine,ME,751519,740752,1022043,1.6%,0,0,0,0,,"1,005,690",74.73%,73.53%
2004,Maryland,MD,2395791,2386705,4179376,7.2%,"23,727","76,676","14,351","76,416",,"3,802,045",63.01%,57.32%
2004,Massachusetts,MA,2927455,2912388,4935787,8.4%,"10,365",0,0,"10,365",,"4,510,816",64.90%,59.31%
2004,Michigan,MI,4875692,4839252,7508568,3.4%,"48,591",0,0,"48,591",,"7,204,686",67.67%,64.94%
2004,Minnesota,MN,2842912,2828387,3819020,3.9%,"8,613","114,226","3,872","69,598",,"3,600,480",78.96%,74.44%
2004,Mississippi,MS,,1152365,2133681,1.2%,"20,429","21,324","1,979","33,070",,"2,075,007",,
2004,Missouri,MO,2764635,2731364,4339414,1.9%,"30,775","53,832","17,400","75,091",,"4,181,874",66.11%,63.71%
2004,Montana,MT,456096,450445,711858,1.0%,"3,800",0,0,"3,800",,"700,939",65.07%,64.07%
2004,Nebraska,NE,792906,778186,1305430,4.0%,"4,042","17,994",805,"13,844",,"1,239,369",63.98%,60.74%
2004,Nevada,NV,831563,829587,1776962,13.2%,"10,971","12,521","3,610","20,842",,"1,521,561",54.65%,46.80%
2004,New Hampshire,NH,683672,677738,984422,3.2%,"2,441",0,0,"2,441",,"950,479",71.93%,69.45%
2004,New Jersey,NJ,3638153,3611691,6513394,11.7%,"28,107","143,315","14,180","113,945",,"5,637,382",64.54%,55.86%
2004,New Mexico,NM,775301,756304,1411419,7.4%,"6,341","17,725","2,676","17,880",,"1,289,094",60.14%,54.93%
2004,New York,NY,7448266,7391249,14598898,12.6%,"64,596",0,"54,524","119,120",,"12,640,317",58.92%,51.02%
2004,North Carolina,NC,3552449,3501007,6505150,5.3%,"34,917","111,537","2,882","93,568",,"6,066,809",58.56%,54.61%
2004,North Dakota,ND,316049,312833,496479,1.3%,"1,266",0,0,"1,266",,"488,759",64.66%,63.66%
2004,Ohio,OH,5722443,5627908,8624277,2.0%,"44,770",0,0,"44,770",,"8,407,021",68.07%,66.35%
2004,Oklahoma,OK,,1463758,2649994,3.4%,"24,767","28,435","4,329","43,314",,"2,516,580",,
2004,Oregon,OR,1851671,1836782,2736472,6.8%,"13,219",0,0,"13,219",,"2,537,173",72.98%,67.67%
2004,Pennsylvania,PA,,5769590,9554349,2.7%,"40,692",0,0,"40,692",,"9,255,690",,
2004,Rhode Island,RI,440228,437134,827513,7.6%,"3,701","26,085",368,"17,112",,"747,510",58.89%,53.20%
2004,South Carolina,SC,1626720,1617730,3198733,2.7%,"24,173","38,856","2,217","45,818",,"3,066,549",53.05%,50.86%
2004,South Dakota,SD,394930,388215,576472,1.4%,"3,101",0,0,"3,101",,"565,300",69.86%,68.51%
2004,Tennessee,TN,2456610,2437319,4496929,2.6%,"25,834","47,392","8,410","57,940",,"4,322,069",56.84%,54.63%
2004,Texas,TX,,7410765,16284659,12.5%,"169,110","428,773","102,072","485,569",,"13,763,508",,
2004,Utah,UT,942010,927844,1664066,6.8%,"5,802",0,0,"5,802",,"1,545,108",60.97%,56.61%
2004,Vermont,VT,314220,312309,480053,2.1%,0,0,0,0,,"469,972",66.86%,65.46%
2004,Virginia,VA,3223156,3198367,5699175,6.2%,"35,472","43,470","4,392","61,599",,"5,284,227",61.00%,56.55%
2004,Washington,WA,2883499,2859084,4683829,7.4%,"16,559","125,222",120,"79,290",,"4,257,936",67.72%,61.56%
2004,West Virginia,WV,769645,755887,1425689,0.6%,"4,980","6,977","1,216","9,685",,"1,407,450",54.68%,53.98%
2004,Wisconsin,WI,3016288,2997007,4172068,2.7%,"22,905","54,970","13,883","64,273",,"3,995,149",75.50%,72.30%
2004,Wyoming,WY,245789,243428,386796,1.7%,"1,923","4,418",563,"4,695",,"375,525",65.45%,63.54%
2002,United States,,80295249,78381943,215461549,8.0%,"1,456,927","2,451,708","485,282","3,168,063","3,308,145","198,364,707",40.48%,37.27%
2002,Alabama,AL,,1364602,3371451,1.8%,"28,440","39,713","5,309","53,606",,"3,257,159",,
2002,Alaska,AK,232852,231484,457154,3.8%,"4,431","5,229",900,"7,946",,"431,836",53.92%,50.94%
2002,Arizona,AZ,1255615,1226111,3998148,11.1%,"30,741","66,485","4,587","68,571",,"3,485,783",36.02%,31.40%
2002,Arkansas,AR,814176,805696,2031787,2.6%,"12,378","27,377","12,128","38,195",,"1,940,766",41.95%,40.07%
2002,California,CA,7738821,7476351,25622609,18.8%,"163,361",0,"113,185","276,546",,"20,529,013",37.70%,30.20%
2002,Colorado,CO,1424029,1416093,3362098,7.2%,"19,085",0,"6,215","25,300",,"3,094,727",46.01%,42.36%
2002,Connecticut,CT,1090756,1022942,2617814,7.1%,"20,525",0,"2,186","22,711",,"2,409,238",45.27%,41.67%
2002,Delaware,DE,,232314,612919,4.4%,"6,879","20,201",551,"17,531",,"568,420",,
2002,District of Columbia,DC,,124228,458631,10.0%,0,0,0,0,,"412,768",,
2002,Florida,FL,5143674,5100581,13005435,10.9%,"80,352","291,315","5,223","231,233",,"11,356,610",45.29%,39.55%
2002,Georgia,GA,,2031604,6287215,6.5%,"47,004","367,349","20,822","251,501",,"5,627,045",,
2002,Hawaii,HI,385462,382110,950520,8.0%,"5,635",0,0,"5,635",,"868,843",44.36%,40.55%
2002,Idaho,ID,416533,411477,970916,4.0%,"5,825","31,361","1,961","23,467",,"908,612",45.84%,42.90%
2002,Illinois,IL,3651808,3538883,9302571,8.9%,"43,186",0,0,"43,186",,"8,431,456",43.31%,39.26%
2002,Indiana,IN,1562037,1521353,4587747,2.6%,"22,576",0,0,"22,576",,"4,445,890",35.13%,34.05%
2002,Iowa,IA,1040201,1023075,2214936,2.5%,"8,395","19,970","2,787","21,167",,"2,138,396",48.64%,46.96%
2002,Kansas,KS,851966,835692,2007407,4.1%,"9,009","15,217","3,990","20,608",,"1,904,495",44.73%,42.44%
2002,Kentucky,KY,,1131313,3100972,1.7%,"16,377","24,480","5,968","34,585",,"3,013,670",,
2002,Louisiana,LA,1267225,1246333,3312330,1.7%,"36,091","36,257","23,049","77,269",,"3,178,751",39.87%,38.26%
2002,Maine,ME,,505190,1001796,1.6%,0,0,0,0,,"985,767",,
2002,Maryland,MD,1721626,1704560,4082694,6.9%,"24,186","81,982","13,271","78,448",,"3,722,540",46.25%,42.17%
2002,Massachusetts,MA,2220301,2194189,4919958,8.2%,"10,511",0,0,"10,511",,"4,506,010",49.27%,45.13%
2002,Michigan,MI,3219864,3177565,7445335,3.4%,"49,524",0,0,"49,524",,"7,142,670",45.08%,43.25%
2002,Minnesota,MN,,2254639,3745577,3.8%,"7,612","122,692","3,577","72,535",,"3,530,710",,
2002,Mississippi,MS,,615609,2099698,1.1%,"20,542","16,633","1,816","30,675",,"2,045,926",,
2002,Missouri,MO,,1877620,4262146,1.9%,"30,649","54,584","13,533","71,474",,"4,109,691",,
2002,Montana,MT,340272,331321,690652,1.0%,"3,440",0,0,"3,440",,"680,305",50.02%,49.27%
2002,Nebraska,NE,,480991,1285024,3.8%,"4,103","16,468",574,"12,911",,"1,223,282",,
2002,Nevada,NV,512433,504079,1640679,12.7%,"10,527","12,290","3,971","20,643",,"1,411,670",36.30%,31.23%
2002,New Hampshire,NH,453078,447135,960401,3.0%,"2,483",0,0,"2,483",,"929,106",48.76%,47.18%
2002,New Jersey,NJ,2161105,2112604,6448445,11.5%,"28,213","134,290","12,576","107,934",,"5,598,940",38.60%,33.51%
2002,New Mexico,NM,502230,484229,1360130,7.0%,"6,173","16,287","1,962","16,279",,"1,248,642",40.22%,36.93%
2002,New York,NY,4690968,4579078,14504792,12.6%,"65,914",0,"55,990","121,904",,"12,555,284",37.36%,32.34%
2002,North Carolina,NC,,2331181,6314679,5.0%,"33,334","112,900","2,805","92,589",,"5,906,356",,
2002,North Dakota,ND,237224,231030,486797,1.2%,"1,168",0,0,"1,168",,"479,787",49.44%,48.73%
2002,Ohio,OH,3356285,3228992,8556557,1.9%,"45,831",0,0,"45,831",,"8,348,151",40.20%,39.22%
2002,Oklahoma,OK,,1035620,2610016,3.3%,"23,004","29,881","3,573","41,518",,"2,482,367",,
2002,Oregon,OR,1293756,1267221,2674581,6.7%,"12,422",0,0,"12,422",,"2,482,962",52.11%,48.37%
2002,Pennsylvania,PA,,3545431,9454338,2.6%,"40,545",0,0,"40,545",,"9,167,980",,
2002,Rhode Island,RI,337027,331834,819310,7.4%,"3,569","25,914",384,"16,910",,"741,771",45.44%,41.14%
2002,South Carolina,SC,,1102010,3100548,2.6%,"24,247","41,574","3,491","48,525",,"2,971,409",,
2002,South Dakota,SD,340407,337497,564305,1.3%,"3,059",0,0,"3,059",,"553,910",61.46%,60.32%
2002,Tennessee,TN,,1644741,4393757,2.5%,"25,409","42,712","7,949","54,714",,"4,229,199",,
2002,Texas,TX,4552059,4514012,15718593,12.1%,"164,222","434,486","103,068","484,533",,"13,332,110",34.14%,28.96%
2002,Utah,UT,568290,557153,1601707,6.5%,"5,594",0,0,"5,594",,"1,492,002",38.09%,35.48%
2002,Vermont,VT,232993,230161,472402,2.1%,0,0,0,0,,"462,482",50.38%,49.32%
2002,Virginia,VA,1661915,1489422,5536511,6.0%,"34,733","40,359","4,530","59,443",,"5,144,877",32.30%,30.02%
2002,Washington,WA,1808720,1739116,4553733,7.3%,"16,284","171,603",95,"102,181",,"4,119,129",43.91%,39.72%
2002,West Virginia,WV,440156,436183,1413580,0.6%,"4,703","6,430",999,"8,917",,"1,396,182",31.53%,31.14%
2002,Wisconsin,WI,,1775349,4094028,2.6%,"22,366","54,614","11,088","60,761",,"3,926,822",,
2002,Wyoming,WY,188028,185459,376121,1.6%,"1,809","4,596",570,"4,677",,"365,426",51.45%,49.99%
2000,United States,,107390107,105375486,210623408,7.7%,"1,377,013","2,339,388","536,039","3,082,746","2,937,000","194,259,660",55.28%,50.99%
2000,Alabama,AL,,1672551,3334576,1.5%,"26,225","40,178","5,484","51,798",,"3,232,759",,
2000,Alaska,AK,287825,285560,440296,3.4%,"4,173","4,779",525,"7,088",,"418,238",68.82%,65.37%
2000,Arizona,AZ,1559520,1532016,3816498,10.3%,"26,510","59,810","3,474","59,889",,"3,363,510",46.37%,40.86%
2000,Arkansas,AR,,921781,2001774,2.3%,"11,915","28,409","8,659","34,779",,"1,920,954",,
2000,California,CA,11142843,10965849,24867252,18.8%,"163,001",0,"117,647","280,648",,"19,911,561",55.96%,44.81%
2000,Colorado,CO,,1741368,3246521,6.7%,"16,833",0,"5,500","22,333",,"3,006,671",,
2000,Connecticut,CT,1474103,1459525,2575243,6.6%,"18,355","47,636","1,868","44,041",,"2,361,236",62.43%,57.24%
2000,Delaware,DE,,327529,594256,3.9%,"6,921","20,052",579,"17,526",,"553,554",,
2000,District of Columbia,DC,,201355,458301,10.2%,"7,456",0,0,"7,456",,"404,098",,
2000,Florida,FL,6138765,5963110,12475387,10.4%,"71,319","296,139","5,982","225,371",,"10,952,576",56.05%,49.21%
2000,Georgia,GA,2684951,2583208,6087332,5.9%,"44,232","321,407","21,556","226,492",,"5,501,687",48.80%,44.11%
2000,Hawaii,HI,371113,367951,923737,8.1%,"5,053",0,0,"5,053",,"843,861",43.98%,40.18%
2000,Idaho,ID,516647,501615,935443,3.8%,"5,535","35,103","1,409","24,496",,"875,400",59.02%,55.23%
2000,Illinois,IL,4932192,4742123,9208908,8.7%,"45,281",0,0,"45,281",,"8,362,452",58.98%,53.56%
2000,Indiana,IN,2246348,2182295,4527523,2.3%,"20,125",0,0,"20,125",,"4,403,265",51.02%,49.62%
2000,Iowa,IA,,1315563,2199529,2.4%,"7,955","21,147","2,763","21,292",,"2,125,448",,
2000,Kansas,KS,1092716,1072216,1983933,3.9%,"8,344",0,"3,829","12,173",,"1,894,387",57.68%,55.08%
2000,Kentucky,KY,1568058,1544107,3059582,1.5%,"14,919","19,620","4,614","29,343",,"2,984,345",52.54%,51.25%
2000,Louisiana,LA,1776133,1765656,3260060,1.6%,"35,207","35,854","22,860","75,994",,"3,131,905",56.71%,54.48%
2000,Maine,ME,,651817,979314,1.5%,0,0,0,0,,"964,624",,
2000,Maryland,MD,2036455,2025480,3972224,6.4%,"23,538","81,523","13,666","77,966",,"3,640,036",55.95%,51.27%
2000,Massachusetts,MA,2736006,2704984,4870470,8.0%,0,0,0,0,,"4,480,832",61.06%,56.18%
2000,Michigan,MI,4279299,4232501,7370524,3.3%,"47,718",0,0,"47,718",,"7,079,579",60.45%,58.06%
2000,Minnesota,MN,2458303,2438657,3662005,3.7%,"6,238","115,906","3,072","67,263",,"3,459,248",71.06%,67.13%
2000,Mississippi,MS,,994184,2076861,1.0%,"20,241","15,118","1,596","29,396",,"2,026,696",,
2000,Missouri,MO,,2359892,4190073,1.8%,"27,382","53,299","12,563","66,595",,"4,048,057",,
2000,Montana,MT,417916,410986,676065,0.9%,"3,105",0,0,"3,105",,"666,875",62.67%,61.82%
2000,Nebraska,NE,707223,696983,1266496,3.4%,"3,895","21,483",476,"15,113",,"1,208,322",58.53%,55.84%
2000,Nevada,NV,613360,608970,1523209,11.8%,"10,063","12,189","4,056","20,214",,"1,323,256",46.35%,40.27%
2000,New Hampshire,NH,578656,569081,934176,2.7%,"2,257",0,0,"2,257",,"906,696",63.82%,61.94%
2000,New Jersey,NJ,3293378,3187226,6356954,11.0%,"29,784","130,610","11,709","106,798",,"5,550,891",59.33%,51.81%
2000,New Mexico,NM,615607,598605,1318129,6.4%,"5,342","10,461","1,670","12,243",,"1,221,526",50.40%,46.70%
2000,New York,NY,6960215,6821999,14344348,12.7%,"70,198",0,"57,858","128,056",,"12,394,560",56.16%,48.52%
2000,North Carolina,NC,3015964,2911262,6143214,4.6%,"31,532","105,949","3,352","87,859",,"5,772,767",52.24%,49.09%
2000,North Dakota,ND,292249,288256,482078,1.2%,"1,076",0,0,"1,076",,"475,217",61.50%,60.62%
2000,Ohio,OH,4795989,4705457,8487355,1.8%,"45,833",0,0,"45,833",,"8,288,750",57.86%,56.51%
2000,Oklahoma,OK,,1234229,2568304,2.9%,"23,181","30,969","1,825","40,491",,"2,453,332",,
2000,Oregon,OR,1559215,1533968,2595354,6.4%,"10,580",0,0,"10,580",,"2,418,671",64.47%,60.08%
2000,Pennsylvania,PA,,4912185,9375146,2.4%,"36,847",0,0,"36,847",,"9,113,295",,
2000,Rhode Island,RI,412074,408783,804417,6.9%,"3,286","20,922",331,"14,078",,"734,834",56.08%,51.23%
2000,South Carolina,SC,1433533,1382717,3025380,2.2%,"21,778","44,632","4,378","48,472",,"2,910,350",49.26%,47.38%
2000,South Dakota,SD,322159,316269,554875,1.2%,"2,616",0,0,"2,616",,"545,601",59.05%,58.06%
2000,Tennessee,TN,2100241,2076181,4316391,2.2%,"22,166","40,682","8,093","50,600",,"4,170,830",50.36%,48.66%
2000,Texas,TX,6407637,6407037,15138468,11.4%,"166,719","441,848","111,719","499,362",,"12,913,321",49.62%,42.33%
2000,Utah,UT,784582,770754,1534950,6.1%,"5,632",0,0,"5,632",,"1,435,686",54.65%,51.11%
2000,Vermont,VT,297146,294308,463503,2.0%,0,0,0,0,,"454,233",65.42%,64.11%
2000,Virginia,VA,2789808,2739447,5389008,5.6%,"30,168","33,955","5,148","52,294",,"5,034,930",55.41%,51.77%
2000,Washington,WA,2517028,2487433,4419907,6.9%,"14,915","154,466",160,"92,308",,"4,022,625",62.57%,56.95%
2000,West Virginia,WV,,648124,1405021,0.6%,"3,856","6,216","1,112","8,076",,"1,388,515",,
2000,Wisconsin,WI,,2598607,4016401,2.4%,"20,612","53,242","9,923","57,156",,"3,862,851",,
2000,Wyoming,WY,221685,213726,366639,1.5%,"1,680","4,115",514,"4,252",,"356,887",62.12%,60.46%
1998,United States,,74825832,72537000,205313182,7.3%,"1,285,469","2,236,975","515,924","2,919,881","2,937,000","190,342,439",39.31%,36.44%
1998,Alabama,AL,,1317842,3293917,1.3%,"22,676","40,379","5,221","48,087",,"3,203,009",,
1998,Alaska,AK,227156,223300,429317,3.2%,"4,097","4,274",478,"6,712",,"408,867",55.56%,52.91%
1998,Arizona,AZ,1037550,1017616,3628841,9.4%,"25,311","51,329","3,742","54,718",,"3,233,012",32.09%,28.59%
1998,Arkansas,AR,,706011,1951741,1.9%,"10,638","28,698","6,979","31,966",,"1,882,692",,
1998,California,CA,8617649,8381871,23980067,18.5%,"161,904",0,"108,424","270,328",,"19,273,427",44.71%,35.94%
1998,Colorado,CO,,1327235,3085075,6.0%,"14,312",0,"5,204","19,516",,"2,880,455",,
1998,Connecticut,CT,1022453,999537,2544417,6.2%,"17,605","55,000","1,396","46,501",,"2,340,162",43.69%,40.18%
1998,Delaware,DE,,180527,576849,3.4%,"5,558","20,030",572,"16,145",,"541,091",,
1998,District of Columbia,DC,137523,135501,452668,9.8%,"9,829",0,0,"9,829",,"398,478",34.51%,30.38%
1998,Florida,FL,4070262,3965751,12001902,10.0%,"67,224","283,965","6,487","215,694",,"10,586,018",38.45%,33.91%
1998,Georgia,GA,1842145,1792880,5828114,5.2%,"39,262","278,669","20,482","199,079",,"5,325,973",34.59%,31.61%
1998,Hawaii,HI,412520,407556,910645,8.1%,"4,924",0,0,"4,924",,"831,959",49.58%,45.30%
1998,Idaho,ID,386720,381248,896422,3.5%,"4,083","31,172","1,309","20,978",,"844,069",45.82%,43.14%
1998,Illinois,IL,3541379,3394521,9070725,8.2%,"43,051",0,0,"43,051",,"8,283,875",42.75%,39.04%
1998,Indiana,IN,1618689,1588617,4457578,2.0%,"19,197",0,0,"19,197",,"4,349,229",37.22%,36.31%
1998,Iowa,IA,973032,956415,2176940,2.1%,"7,394","18,447","2,194","18,812",,"2,112,412",46.06%,44.70%
1998,Kansas,KS,743288,727236,1955236,3.5%,"8,183",0,"6,025","14,208",,"1,872,595",39.69%,38.02%
1998,Kentucky,KY,1215053,1145414,2999287,1.3%,"14,987","17,594","4,508","28,292",,"2,932,004",41.44%,40.51%
1998,Louisiana,LA,990243,969165,3216121,1.6%,"32,228","33,028","18,759","67,501",,"3,097,162",31.97%,30.79%
1998,Maine,ME,,486808,957916,1.5%,0,0,0,0,,"943,547",,
1998,Maryland,MD,1556994,1535978,3879108,6.0%,"22,572","78,051","15,528","77,126",,"3,569,236",43.62%,40.14%
1998,Massachusetts,MA,1935277,1903336,4793966,7.6%,0,0,0,0,,"4,429,625",43.69%,40.37%
1998,Michigan,MI,3143432,3036886,7276123,3.1%,"45,879",0,0,"45,879",,"7,004,684",44.88%,43.20%
1998,Minnesota,MN,2105343,2091766,3555108,3.3%,"5,572","100,818","2,995","58,976",,"3,378,813",62.31%,59.22%
1998,Mississippi,MS,,550694,2038324,0.9%,"16,678","11,530","1,489","23,932",,"1,996,047",,
1998,Missouri,MO,,1576857,4106478,1.7%,"24,974","49,992","10,366","60,336",,"3,976,332",,
1998,Montana,MT,338733,331551,662582,0.9%,"2,734",0,0,"2,734",,"653,885",51.80%,51.12%
1998,Nebraska,NE,581775,545238,1247656,3.0%,"3,676","16,527",624,"12,564",,"1,197,662",48.58%,46.63%
1998,Nevada,NV,440042,435790,1402851,10.7%,"9,651","12,561","4,055","19,987",,"1,232,759",35.70%,31.37%
1998,New Hampshire,NH,330555,318940,903630,2.5%,"2,169",0,0,"2,169",,"878,870",37.61%,36.58%
1998,New Jersey,NJ,1894496,1813094,6261197,10.3%,"31,121","129,377","13,218","109,028",,"5,507,266",34.40%,30.26%
1998,New Mexico,NM,517355,498703,1286104,5.8%,"4,985","10,397","1,773","11,957",,"1,199,553",43.13%,40.23%
1998,New York,NY,4989877,4735236,14139223,12.4%,"70,001",0,"59,548","129,549",,"12,256,410",40.71%,35.29%
1998,North Carolina,NC,,2012143,5948653,3.9%,"31,961","105,227","5,806","90,381",,"5,626,275",,
1998,North Dakota,ND,217584,213358,481790,1.1%,915,0,0,915,,"475,575",45.75%,45.16%
1998,Ohio,OH,3534782,3404351,8424249,1.6%,"48,450",0,0,"48,450",,"8,241,011",42.89%,41.96%
1998,Oklahoma,OK,,873585,2518285,2.6%,"20,892","29,093","1,532","36,971",,"2,415,839",,
1998,Oregon,OR,1160400,1117747,2526500,5.8%,"8,927",0,0,"8,927",,"2,371,036",48.94%,45.93%
1998,Pennsylvania,PA,,3025152,9314795,2.2%,"36,377",0,0,"36,377",,"9,073,493",,
1998,Rhode Island,RI,309835,306445,790726,6.6%,"3,445","21,049",432,"14,402",,"724,136",42.79%,39.18%
1998,South Carolina,SC,1092430,1077135,2931120,1.9%,"21,764","46,482","4,404","49,409",,"2,826,020",38.66%,37.27%
1998,South Dakota,SD,266355,262111,543074,1.1%,"2,422",0,0,"2,422",,"534,678",49.82%,49.05%
1998,Tennessee,TN,1026017,976236,4217608,1.9%,"17,738","38,924","7,605","44,805",,"4,092,668",25.07%,24.33%
1998,Texas,TX,,3738078,14504988,10.6%,"144,510","443,688","109,820","476,174",,"12,491,285",,
1998,Utah,UT,506553,494909,1467078,5.5%,"4,453",0,0,"4,453",,"1,381,936",36.66%,34.53%
1998,Vermont,VT,224382,218120,453574,1.9%,0,0,0,0,,"444,956",50.43%,49.47%
1998,Virginia,VA,,1148861,5222121,5.2%,"30,276","30,576","6,700","52,264",,"4,898,307",,
1998,Washington,WA,1939421,1902482,4294765,6.4%,"14,161","152,140",375,"90,606",,"3,929,294",49.36%,45.16%
1998,West Virginia,WV,405139,351277,1403549,0.5%,"3,478","6,511",975,"7,709",,"1,388,822",29.17%,28.87%
1998,Wisconsin,WI,,1760836,3945060,2.2%,"18,613","54,232","9,282","55,011",,"3,803,258",,
1998,Wyoming,WY,178401,174888,359119,1.4%,"1,571","3,825",448,"3,932",,"350,159",50.95%,49.68%
1996,United States,,,96262935,200015917,6.8%,"1,162,253","1,865,990","491,165","2,586,413","2,499,256","186,327,678",,
1996,Alabama,AL,,1534349,3227688,1.2%,"21,760","37,865","4,966","45,659",,"3,143,297",,
1996,Alaska,AK,245212,241620,423702,3.1%,"3,716","3,999",642,"6,358",,"404,209",60.66%,57.87%
1996,Arizona,AZ,1431342,1404405,3414380,8.4%,"22,493","40,607","3,785","46,582",,"3,080,990",46.46%,41.92%
1996,Arkansas,AR,,884262,1903094,1.6%,"9,407","25,178","5,459","27,455",,"1,845,189",,
1996,California,CA,10263490,10019484,23076427,18.1%,"146,049",0,"99,578","245,627",,"18,653,967",55.02%,44.48%
1996,Colorado,CO,,1510704,2939929,5.2%,"12,483",0,"3,294","15,777",,"2,771,276",,
1996,Connecticut,CT,1410746,1392614,2528212,5.8%,"15,007","55,978","1,083","44,079",,"2,337,497",60.35%,55.80%
1996,Delaware,DE,277418,270810,559598,3.0%,"5,110","16,528",591,"13,965",,"528,845",52.46%,49.57%
1996,District of Columbia,DC,189210,185726,450182,9.3%,"9,376",0,0,"9,376",,"398,939",47.43%,42.03%
1996,Florida,FL,5444245,5300927,11509122,9.5%,"63,763","237,117","9,243","191,565",,"10,224,190",53.25%,47.30%
1996,Georgia,GA,2374650,2298899,5555577,4.4%,"35,139","143,457","21,146","128,014",,"5,183,118",45.82%,42.74%
1996,Hawaii,HI,370230,360120,895753,8.0%,"4,011",0,0,"4,011",,"820,082",45.15%,41.33%
1996,Idaho,ID,508030,489481,856420,3.2%,"3,832",0,0,"3,832",,"825,183",61.57%,59.32%
1996,Illinois,IL,4418270,4311391,8927254,7.5%,"38,852",0,0,"38,852",,"8,218,858",53.76%,49.49%
1996,Indiana,IN,2195224,2135431,4397367,1.8%,"16,960",0,0,"16,960",,"4,301,254",51.04%,49.92%
1996,Iowa,IA,1251983,1234075,2154320,1.8%,"6,342","15,386","2,200","16,235",,"2,099,307",59.64%,58.11%
1996,Kansas,KS,1073520,1063452,1922601,3.0%,"7,756",0,0,"7,756",,"1,857,167",57.80%,55.84%
1996,Kentucky,KY,1419592,1388707,2938362,1.2%,"12,910","11,689","4,621","23,376",,"2,879,726",49.30%,48.31%
