ad_id,Donate,Contact,Purchase,Vote,Event,Poll,Acquisition,Learn,Persuade
x_1327582354915609,0,0,0,0,0,0,0,0,0
x_1327589651952717,0,0,0,0,0,0,0,0,0
x_1327593531543935,1,0,0,0,0,0,0,0,0
x_1327600131535809,0,0,0,0,0,0,0,1,0
x_1327607645314608,0,0,0,0,0,0,0,0,0
x_1327614748221291,0,0,0,0,0,0,0,0,1
x_1327629091946841,0,0,0,1,0,0,0,0,0
x_1327637338485657,1,0,0,0,0,0,0,0,0
x_1327642868620457,1,0,0,0,0,0,0,0,0
x_1327647505276328,0,0,0,1,0,0,0,1,0
x_1327647985271744,0,0,0,1,0,0,0,0,0
x_1327650194872103,0,0,0,1,0,0,0,0,0
x_1327688441541658,0,0,1,0,0,0,0,0,0
x_1327725691973427,0,0,0,0,1,0,1,0,0
x_1327733254863345,0,0,0,1,0,0,0,1,0
x_1327734471538507,0,0,0,0,0,0,0,1,1
x_1327737715267459,1,0,0,0,0,0,0,0,0
x_1327743014869567,1,0,0,1,0,0,0,0,0
x_1327744128196321,0,0,0,0,0,0,0,0,0
x_1327750191530344,0,0,0,1,0,0,0,0,0
x_1327779581536195,0,0,0,0,0,0,0,1,0
x_1327797728194480,1,0,0,0,1,0,0,0,0
x_1327805554855772,0,0,0,0,0,0,0,1,1
x_1327930838187695,1,0,0,0,0,0,0,0,0
x_1327935584857800,0,0,0,1,0,0,0,1,0
x_1327951201511340,0,0,1,0,0,0,0,0,0
x_1327952768588357,0,0,0,0,0,0,0,0,0
x_1327959658187883,0,0,0,1,0,0,0,0,0
x_1327966264831302,0,0,0,0,0,0,0,0,0
x_1327967715284555,1,0,0,0,0,0,0,0,0
x_1327969808174673,0,0,0,0,0,0,0,0,0
x_1327972991883679,1,0,0,0,0,0,0,0,0
x_1328009014847440,0,0,0,0,0,0,0,1,1
x_1328021498362618,0,0,0,1,0,0,0,1,1
x_1328022071232263,0,0,1,0,0,0,0,0,0
x_1328036331493211,0,0,0,0,0,0,0,0,1
x_1328040851545365,1,0,0,0,0,0,0,0,0
x_1328052804840878,0,0,0,0,0,0,0,1,1
x_1328081984827376,0,0,0,1,0,0,0,1,0
x_1328087741696224,1,0,0,0,0,0,0,0,0
x_1328102368167473,0,0,0,1,0,0,0,0,0
x_1328111501502588,0,0,0,0,0,0,0,0,1
x_1328123738152716,1,0,0,0,0,0,0,0,0
x_1328132481480051,0,0,1,0,0,0,0,0,0
x_1328142618168863,0,0,0,0,1,0,1,0,0
x_1328148451898018,0,0,1,0,0,0,0,0,0
x_1328171888559250,0,0,0,0,0,0,0,0,1
x_1328182108343553,0,0,0,0,1,0,0,0,0
x_1328186078367166,0,0,0,1,0,0,0,1,1
x_1328192648163294,1,0,0,0,0,0,0,0,0
x_1328204914955970,1,0,0,0,0,0,0,0,0
x_1328228198159935,0,0,0,0,0,0,0,1,1
x_1328244698137681,0,0,0,0,0,0,0,0,1
x_1328251225225509,1,0,0,0,0,0,0,0,0
x_1328276125213187,0,0,0,0,0,1,1,1,0
x_1328280298550936,1,0,0,0,0,0,0,0,0
x_1328284001467805,0,0,0,0,0,0,1,0,0
x_1328302918141591,0,0,0,0,0,0,0,0,1
x_1328318501864003,0,0,0,1,0,0,0,0,1
x_1328323625266617,1,0,0,0,0,0,0,0,0
x_1328335641674799,0,0,0,0,0,0,0,1,0
x_1328361401476491,0,0,1,0,0,0,0,0,0
x_1328374988129908,0,0,0,1,0,0,0,0,0
x_1328383158545298,0,0,0,0,0,0,0,1,1
x_1328383708132731,0,0,0,0,1,0,1,0,0
x_1328392131658201,1,0,0,0,0,0,0,0,0
x_1328413808566183,0,0,0,1,0,0,0,1,1
x_1328436004789650,0,0,0,0,1,0,0,0,0
x_1328494474796102,0,0,0,1,0,0,0,0,0
x_1328511941459416,0,0,1,0,0,0,0,0,0
x_1328521258122235,0,0,0,0,0,0,0,1,1
x_1328543911442993,0,0,0,0,0,0,0,1,0
x_1328555701494285,0,0,0,0,1,0,0,0,1
x_1328592948549270,0,0,1,0,0,0,0,0,0
x_1328602264963243,0,0,0,1,0,0,0,1,0
x_1328605328104135,0,0,0,1,0,0,0,0,0
x_1328607034779280,0,0,0,1,0,0,0,1,1
x_1328615071880956,0,0,0,0,0,0,0,1,1
x_1328622358114220,0,0,0,0,0,0,0,1,0
x_1328652411455354,0,0,0,1,0,0,0,1,0
x_1328671705168366,0,0,1,0,0,0,0,0,0
x_1328680781827859,0,0,0,0,0,0,0,1,1
x_1328687115205761,0,0,0,1,0,0,0,0,0
x_1328694018536108,0,0,0,1,0,0,0,0,0
x_1328717121438778,0,0,0,1,0,0,0,0,0
x_1328733441868534,0,0,0,0,0,0,0,0,0
x_1328735691867229,0,0,0,0,0,0,0,0,1
x_1328755648109174,0,0,0,0,0,0,0,0,1
x_1328830115168818,0,0,0,0,0,0,0,0,1
x_1328844211432992,0,0,0,1,0,0,0,0,0
x_1328845031816284,0,0,0,1,0,0,0,1,1
x_1328873328520308,1,0,0,0,0,0,0,0,0
x_1328876444748843,0,0,0,0,0,0,0,0,1
x_1328879654661801,0,0,0,0,0,0,0,0,0
x_1328901211825227,0,0,0,0,0,0,0,0,0
x_1328912551416925,0,0,0,0,0,0,0,1,0
x_1328917751429928,0,0,0,1,0,0,0,0,0
x_1328919898264941,1,0,0,0,0,0,0,0,0
x_1328928154755002,0,0,0,1,0,0,0,1,0
x_1328929578275516,1,0,0,0,0,0,0,0,0
x_1328968848479196,0,0,0,0,0,0,0,0,0
x_1328978198084241,1,0,0,0,0,0,0,0,0
x_1328989698471759,0,0,0,1,0,0,0,0,0
x_1328990758470202,1,0,0,0,0,0,0,0,0
x_1328995924752054,0,0,0,0,0,0,0,0,1
x_1328999618084462,0,0,0,0,0,0,0,0,1
x_1329002278261970,0,0,0,1,0,0,0,0,1
x_1329015128070730,1,0,0,0,0,0,0,0,0
x_1329017128468517,0,0,0,0,0,0,0,1,0
x_1329027978257152,1,0,0,0,0,0,0,0,0
x_1329059324738215,0,0,0,0,0,0,1,0,0
x_1329062391584809,1,0,0,0,0,0,0,0,0
x_1329065781276622,0,1,0,0,0,0,0,0,0
x_1329070871393910,1,0,0,0,0,0,0,0,0
x_1329080301463174,0,0,1,0,0,0,0,0,0
x_1329094528400515,0,0,0,0,0,0,0,1,1
x_1329100451588788,1,0,0,0,0,0,0,0,0
x_1329111931784041,0,0,0,0,0,0,0,0,1
x_1329113845165346,0,0,0,0,0,0,0,0,1
x_1329130868043831,0,0,0,0,0,0,0,1,0
x_1329194498441857,1,0,0,0,0,0,0,0,0
x_1329207535151864,0,0,0,1,0,0,0,0,0
x_1329208638455274,0,0,0,1,0,0,0,1,0
x_1329216485200028,0,0,0,0,0,0,0,0,0
x_1329234414711724,0,0,0,0,0,0,1,0,0
x_1329259194708125,0,0,0,1,0,0,0,0,0
x_1329272865118531,0,0,0,1,0,0,0,0,1
x_1329277491787627,0,0,0,0,0,0,0,0,0
x_1329278278258908,0,0,0,1,0,0,0,0,0
x_1329293668443397,1,0,0,0,0,0,0,0,0
x_1329302564717739,0,0,0,1,0,0,0,0,0
x_1329306698037098,0,0,0,0,0,0,0,1,1
x_1329309218450903,0,0,0,0,0,0,0,1,1
x_1329362965111653,1,0,0,0,0,0,0,0,0
x_1329373377984781,0,0,0,0,0,0,0,0,0
x_1329391828469200,0,0,0,1,0,0,0,0,0
x_1329394054696412,1,0,0,0,0,0,0,0,0
x_1329407418041114,0,0,0,1,0,0,0,1,0
x_1329419908442848,0,0,0,0,0,0,0,1,1
x_1329430135132209,1,0,0,0,0,0,0,0,0
x_1329430818442962,0,0,0,0,0,0,0,1,0
x_1329448705108941,0,0,0,0,0,0,0,0,0
x_1329466534682280,0,0,0,0,0,0,0,0,1
x_1329474101348865,0,0,0,1,0,0,0,0,0
x_1329481324681788,1,0,0,0,0,0,0,0,0
x_1329502944693763,0,0,0,0,0,0,0,0,0
x_1329531194692804,0,0,0,0,1,0,1,0,0
x_1329540254691999,1,0,0,0,0,0,0,0,0
x_1329548868017294,0,0,0,0,0,0,0,0,1
x_1329553158018233,0,0,0,0,0,0,0,0,0
x_1329556318423260,0,0,0,1,0,0,0,1,0
x_1329563477913326,0,0,0,1,1,0,0,1,0
x_1329582324695141,0,0,0,0,0,0,0,0,1
x_1329592611749034,1,0,0,0,0,0,0,0,0
x_1329601677914780,0,0,0,1,0,0,0,0,0
x_1329651438443653,0,0,0,1,0,0,0,0,0
x_1329659841039414,0,0,0,0,0,1,0,0,0
x_1329668045110716,0,0,0,0,0,0,1,0,0
x_1329669654694969,1,0,0,0,0,0,0,0,0
x_1329692448399743,0,0,0,0,0,0,0,0,1
x_1329699595076181,0,0,0,0,0,0,0,0,0
x_1329707471334116,1,0,0,0,0,0,0,0,0
x_1329760147994892,0,0,0,0,0,0,0,1,0
x_1329770415067254,1,0,0,0,0,0,0,0,0
x_1329778684670891,0,0,0,0,0,0,0,0,0
x_1329790718360140,0,0,0,0,0,0,0,0,0
x_1329799125066051,0,0,0,0,0,0,0,1,0
x_1329804454586003,1,0,0,0,0,0,0,1,1
x_1329807518402298,1,0,0,0,0,0,0,0,0
x_1329809158426642,0,0,0,1,0,0,0,1,0
x_1329817728402035,0,0,0,1,0,0,0,1,1
x_1329826058396028,1,0,0,0,0,0,0,0,0
x_1329827794661855,1,0,0,0,0,0,0,0,0
x_1329833491785062,0,0,0,0,0,0,0,0,0
x_1329844754662081,0,0,0,0,0,0,0,0,1
x_1329877835049329,1,0,0,0,0,0,0,0,0
x_1329919225081857,0,0,0,1,0,0,0,1,0
x_1329923618173764,0,0,0,0,0,1,0,0,0
x_1329928581211867,0,0,0,0,0,0,0,0,1
x_1329934111747709,0,0,0,1,0,0,0,0,0
x_1329936951507330,0,0,0,0,0,0,0,0,0
x_1329937077977796,0,0,0,1,0,0,0,0,0
x_1329938198033775,1,0,0,0,0,0,0,0,0
x_1329946424834236,0,0,0,1,0,0,0,0,0
x_1329950561321111,1,0,1,0,0,0,0,0,0
x_1329966047973692,0,0,0,0,0,0,0,0,0
x_1329974604841164,0,0,0,0,0,0,0,1,0
x_1330052611736798,0,0,0,1,0,0,0,0,1
x_1330056358404673,0,0,1,0,0,0,0,0,0
x_1330060337975243,0,0,0,1,0,0,0,1,1
x_1330068501289360,0,0,0,0,0,0,0,1,1
x_1330072661510457,0,0,0,1,0,0,0,0,0
x_1330109881303730,0,0,0,1,0,0,0,1,1
x_1330122734617004,0,0,0,1,0,0,0,1,0
x_1330136671300466,1,0,0,0,0,0,0,0,0
x_1330146604535265,0,0,0,1,0,0,0,0,0
x_1330149381690468,0,0,0,1,0,0,0,1,0
x_1330160718391625,0,0,0,1,0,0,0,1,1
x_1330193588386073,1,0,0,0,0,0,0,0,0
x_1330210937938680,0,0,1,0,0,0,1,0,0
x_1330270287943861,1,0,0,0,0,0,0,0,0
x_1330270771283123,0,0,0,0,0,0,0,1,1
x_1330290001289689,0,0,0,0,0,0,0,1,0
x_1330304977955217,0,0,0,0,0,0,0,0,0
x_1330359577813342,0,0,0,1,0,0,0,0,0
x_1330361161707321,0,0,0,0,1,0,0,0,0
x_1330376381277507,0,0,0,0,0,0,0,0,1
x_1330406414607144,0,0,0,1,0,0,0,1,0
x_1330413035350564,0,0,0,0,0,0,0,1,1
x_1330414951252139,0,0,0,1,0,0,0,0,0
x_1330441957839349,0,0,0,1,0,0,0,1,1
x_1330447711253553,0,0,0,1,0,0,0,0,0
x_1330484344501358,0,0,0,1,0,0,0,0,1
x_1330489477938671,1,0,0,0,0,0,0,0,0
x_1330489901278590,0,0,0,1,0,0,0,0,1
x_1330507401651762,0,0,0,0,1,0,0,0,0
x_1330512137922301,0,0,0,0,0,0,0,1,1
x_1330513094786958,0,0,0,1,0,0,0,0,0
x_1330530201244949,0,0,0,0,0,0,0,0,0
x_1330537991447858,0,0,0,0,0,0,0,0,1
x_1330543307849382,0,0,1,0,0,0,0,0,0
x_1330548045021419,0,0,0,1,0,0,0,0,0
x_1330549711250583,0,0,0,0,0,0,0,1,1
x_1330562864992971,0,0,0,1,0,0,0,0,0
x_1330598251258197,0,0,0,1,0,0,0,0,0
x_1330599598293403,0,0,0,0,0,1,0,0,0
x_1330600528348468,0,0,0,1,0,0,0,0,0
x_1330628728342462,0,0,0,1,0,0,0,0,0
x_1330642294573773,0,0,0,0,0,0,0,1,1
x_1330722224976229,0,0,0,1,0,0,0,0,0
x_1330731288347630,0,0,0,1,0,0,0,0,0
x_1330745864560911,0,0,0,0,1,0,0,0,0
x_1330778467963019,0,0,0,1,0,0,0,1,1
x_1330783267892037,0,0,0,1,0,0,0,1,1
x_1330790394571750,0,0,0,1,0,0,0,1,1
x_1330792391223427,0,0,0,0,0,0,0,1,1
x_1330795851637602,0,0,0,1,0,0,0,0,0
x_1330821458323603,0,0,1,0,0,0,0,0,0
x_1330829314745827,0,0,0,1,0,0,0,1,0
x_1330829864994595,0,0,0,1,0,0,0,0,1
x_1330834584362927,0,0,0,1,0,0,0,0,0
x_1330836171416266,0,0,0,1,0,0,0,1,1
x_1330841567440592,0,0,0,0,0,0,0,0,0
x_1330860381216316,0,0,0,0,0,0,0,0,0
x_1330863744988411,0,0,0,0,0,0,0,0,1
x_1330886987800556,0,0,0,0,0,0,0,0,0
x_1330888958320172,0,0,0,0,0,0,0,0,0
x_1330898694554280,0,1,0,0,0,0,0,0,0
x_1330907728318322,0,0,0,0,0,0,0,1,1
x_1330919614958944,0,0,0,0,0,0,0,0,1
x_1330925747891723,1,0,0,0,0,0,0,0,0
x_1330926018171047,0,0,0,0,0,0,0,1,1
x_1330933134541588,1,0,0,0,0,0,0,0,0
x_1330993771616062,0,0,0,1,0,0,0,0,0
x_1331006528083437,0,0,0,0,0,0,0,0,1
x_1331012047859098,0,0,0,0,0,1,0,0,0
x_1331020051194256,0,0,0,0,0,0,0,0,1
x_1331021857859015,0,0,1,0,0,0,0,0,0
x_1331073551208936,0,0,0,1,0,0,0,0,1
x_1331087767858551,0,0,0,1,0,0,0,0,0
x_1331102447872571,0,0,0,0,0,0,0,1,1
x_1331107151390818,0,0,0,0,0,0,0,1,1
x_1331107244534542,0,0,0,1,0,0,0,0,0
x_1331113241592333,0,0,0,1,0,0,0,1,1
x_1331116031382081,0,0,1,0,0,0,0,0,0
x_1331125191198540,1,0,0,0,0,0,0,0,0
x_1331144864536019,0,0,0,0,0,0,0,0,1
x_1331151694961082,0,0,0,1,0,0,0,1,0
x_1331161857850396,0,0,0,0,1,0,0,0,0
x_1331173651032887,0,0,0,0,0,0,0,0,0
x_1331208218259155,0,0,0,0,0,0,0,0,1
x_1331229924918630,0,0,0,0,0,0,0,1,0
x_1331239894926229,0,0,0,0,1,0,0,0,0
x_1331263147845690,0,0,0,0,0,1,0,0,0
x_1331266224913600,0,0,0,0,0,0,0,1,1
x_1331269528258035,0,0,0,0,0,0,1,0,0
x_1331272271199076,0,0,0,1,0,0,0,1,0
x_1331274881188060,0,0,0,0,1,0,0,0,0
x_1331282341054969,0,0,1,0,0,0,0,0,0
x_1331300477830560,0,0,0,1,0,0,0,0,0
x_1331301511172244,0,0,1,0,0,0,0,0,0
x_1331311671175825,0,0,0,0,0,0,0,0,0
x_1331322851178404,0,0,1,0,0,0,0,0,0
x_1331330594911148,0,0,0,1,0,0,0,0,1
x_1331356474528596,0,0,0,0,0,0,0,0,1
x_1331369187828025,0,0,0,1,0,0,0,1,0
x_1331371291157560,1,0,0,0,0,0,0,0,0
x_1331404358226538,0,0,0,1,0,0,0,0,0
x_1331416578240503,0,0,0,1,0,0,0,0,0
x_1331419681162473,0,0,0,1,0,0,0,0,1
x_1331428517822113,1,0,0,0,0,0,0,0,0
x_1331431027822695,1,0,0,0,0,0,0,0,0
x_1331443968240591,0,0,1,0,0,0,0,0,0
x_1331446971170377,1,0,0,0,0,0,0,0,0
x_1331447471173747,1,0,0,0,0,0,0,0,0
x_1331456021154301,0,0,0,0,1,0,0,0,0
x_1331458548258748,0,0,0,0,0,0,0,0,1
x_1331470201560165,0,0,0,1,0,0,0,0,0
x_1331481727887456,1,0,0,0,0,0,0,0,0
x_1331514454481150,1,0,0,0,0,0,0,0,0
x_1331519854679898,0,0,0,0,0,0,0,0,1
x_1331535428223587,0,0,0,0,0,0,0,0,0
x_1331552601159575,0,0,0,0,0,0,0,0,0
x_1331553084948917,0,0,0,0,0,0,0,1,0
x_1331592951523644,0,0,0,1,0,0,0,0,0
x_1331613827824637,1,0,0,0,0,0,0,0,0
x_1331660011620698,0,0,0,0,0,0,0,1,1
x_1331688837813119,0,0,0,0,0,0,0,0,1
x_1331716891135767,0,0,1,0,0,0,0,0,0
x_1331719328194718,0,0,0,1,0,0,0,1,0
x_1331719551571753,0,0,0,0,0,0,0,0,1
x_1331750824897733,0,0,0,0,0,0,0,0,0
x_1331776331133380,0,0,0,1,0,0,0,0,0
x_1331796761122497,1,0,0,0,0,0,0,0,0
x_1331823704465560,0,0,0,1,0,0,0,1,0
x_1331825557781499,1,0,0,0,0,0,0,0,0
x_1331876841530658,0,0,0,1,0,0,0,0,0
x_1331891844645441,0,0,0,0,0,0,0,1,1
x_1331897304445810,1,0,0,0,0,0,0,0,0
x_1331900871550210,1,0,0,0,0,0,0,0,0
x_1331902470806544,0,0,1,0,0,0,0,0,0
x_1331923744446380,1,0,0,0,0,0,0,0,0
x_1331943741109698,0,0,0,0,0,0,0,0,0
x_1331977091520149,0,0,0,0,0,0,0,1,1
x_1331983041100827,0,0,0,1,0,0,0,0,1
x_1331985424447229,1,0,0,0,0,0,0,0,0
x_1332016654468789,0,0,0,0,0,0,0,1,1
x_1332017831506357,0,0,0,0,0,0,0,0,1
x_1332020437772872,0,0,0,1,0,0,0,0,0
x_1332028364871664,0,0,0,1,0,0,0,1,1
x_1332051694629013,0,0,0,0,0,0,0,0,1
x_1332060637756246,0,0,1,0,0,0,0,0,0
x_1332064721105163,1,0,0,0,0,0,0,0,0
x_1332071544837416,0,0,0,0,0,0,0,0,0
x_1332078661093606,1,0,0,0,0,0,0,0,0
x_1332090041102405,1,0,0,0,0,0,0,0,0
x_1332095641088539,0,0,0,0,0,0,0,0,1
x_1332104321561681,1,0,0,0,0,0,0,0,0
x_1332112601533822,0,0,0,0,0,0,0,0,0
x_1332116161486492,0,0,0,1,0,0,0,0,1
x_1332135461284326,0,0,0,1,0,0,0,1,0
x_1332164571082122,1,0,0,0,0,0,0,0,0
x_1332206784428347,0,0,0,0,1,0,0,0,0
x_1332232997748860,0,1,0,0,0,0,0,1,0
x_1332242671078094,0,0,1,0,0,0,0,0,0
x_1332265591089732,0,0,0,0,0,0,0,0,0
x_1332305331068149,0,0,0,1,0,0,0,1,0
x_1332308351081614,0,0,0,0,0,0,0,1,0
x_1332328531072694,0,0,0,0,0,0,0,1,1
x_1332328951263921,0,0,0,1,0,0,0,1,0
x_1332345594417911,0,0,0,1,0,0,0,1,1
x_1332364357945911,0,0,0,0,0,0,0,0,1
x_1332440614396245,0,0,0,1,0,0,0,0,0
x_1332449917730564,0,0,1,0,0,0,0,0,0
x_1332458031054850,0,0,0,0,0,0,0,0,0
x_1332513221457320,0,0,0,0,0,0,0,1,1
x_1332545041267422,0,0,1,0,0,0,0,0,0
x_1332563598149176,0,0,0,0,1,0,0,0,0
x_1332566511044080,0,0,0,0,0,0,0,1,1
x_1332573297712995,0,0,0,1,0,0,0,1,1
x_1332592964377037,0,0,0,0,0,0,0,0,0
x_1332602111044619,1,0,0,0,0,0,0,0,0
x_1332613457720851,0,0,1,0,0,0,0,0,0
x_1332702431026610,1,0,0,0,0,0,0,0,0
x_1332731081222212,0,0,0,1,0,0,0,1,1
x_1332740748112154,0,0,0,0,0,0,0,1,1
x_1332750637693845,0,0,0,0,0,0,0,1,1
x_1332766738161174,0,0,0,0,0,0,0,0,0
x_1332771931026621,0,0,0,0,0,0,0,0,1
x_1332774661029120,0,0,0,0,0,0,0,0,1
x_1332805174769357,1,0,0,0,0,0,0,0,0
x_1332848827694208,0,0,0,0,0,0,0,1,1
x_1332862864768503,0,0,0,1,0,0,0,0,0
x_1332902757675969,0,0,0,0,0,0,0,1,0
x_1332910384335742,0,0,0,1,0,0,0,0,0
x_1332951077711220,0,0,0,1,0,0,0,1,0
x_1332959971004830,0,0,0,0,0,0,0,1,0
x_1332973970999369,0,0,1,0,0,0,0,0,1
x_1332977027667163,1,0,0,0,0,0,0,0,0
x_1332984484776062,0,0,0,1,0,0,0,0,0
x_1332989394345897,0,0,1,0,0,0,1,0,0
x_1332989831014576,0,0,0,1,0,0,0,1,0
x_1333002661012472,0,0,0,0,0,0,0,0,0
x_1333013014528252,0,0,0,0,0,0,0,1,1
x_1333018751441346,0,0,0,1,0,0,0,1,1
x_1333027004340036,0,0,0,0,0,0,1,0,0
x_1333032124343307,0,0,0,0,0,0,0,0,0
x_1333038441008428,1,0,0,0,0,0,0,0,0
x_1333053044729078,0,0,1,0,0,0,0,0,0
x_1333078224341134,0,0,0,0,0,0,0,0,0
x_1333078424774489,0,0,0,0,0,0,0,0,1
x_1333084314335946,0,0,1,0,0,0,0,0,0
x_1333110927815751,0,0,0,0,0,0,0,0,0
x_1333118751405174,0,0,0,1,0,0,0,0,0
x_1333123041198664,0,0,0,1,0,0,0,1,0
x_1333134758095330,0,0,0,1,0,0,0,0,1
x_1333154037958758,0,0,1,0,0,0,0,0,0
x_1333154890984919,0,0,0,1,0,0,0,1,0
x_1333166587643856,0,0,0,0,0,0,0,0,0
x_1333223451013388,0,0,0,1,0,0,0,1,0
x_1333235290988719,0,0,0,0,0,0,0,1,0
x_1333236984319775,0,0,0,1,0,0,0,0,0
x_1333243160995624,1,0,0,0,0,0,0,0,0
x_1333296420969771,0,0,1,1,0,0,0,0,0
x_1333322404294240,0,0,0,0,0,0,1,0,0
x_1333351358071740,0,0,0,1,1,0,0,0,0
x_1333353700977132,1,0,0,0,0,0,0,0,0
x_1333353897633516,0,0,0,1,0,0,0,1,1
x_1333357114307298,1,0,0,0,0,0,0,0,0
x_1333366254705514,0,0,0,1,0,0,0,1,0
x_1333379021215734,0,0,0,0,1,0,1,0,0
x_1333396244282846,0,0,0,0,0,0,0,1,0
x_1333422518036199,0,0,0,0,1,0,1,0,0
x_1333424277627645,0,1,0,0,0,0,0,1,0
x_1333434414705074,0,0,0,0,0,0,0,0,1
x_1333442241369745,0,0,0,0,0,0,0,1,1
x_1333442610827028,1,0,0,0,0,0,0,0,0
x_1333466984726372,0,0,0,0,0,0,0,1,1
x_1333476094306139,0,0,0,1,0,0,0,1,0
x_1333486238035756,0,0,0,0,0,0,0,0,0
x_1333497108027906,1,0,0,0,0,0,0,0,0
x_1333504290974696,0,0,0,1,0,0,0,1,0
x_1333506824694009,0,0,0,0,0,0,0,0,0
x_1333518574286916,0,0,0,0,0,0,0,1,0
x_1333550357613114,0,0,0,0,0,0,0,0,1
x_1333554734478245,0,0,0,1,0,0,0,0,0
x_1333559288022941,0,0,0,1,1,0,0,0,1
x_1333568627629178,0,0,0,1,0,0,0,1,0
x_1333571957619190,0,0,0,1,0,0,0,1,0
x_1333581154693406,0,0,0,0,0,0,0,1,1
x_1333614264284330,0,0,0,1,0,0,1,0,0
x_1333674817597864,0,0,0,1,0,0,0,1,1
x_1333682574018356,0,0,0,0,0,0,1,0,0
x_1333686784181474,0,0,0,0,0,0,1,0,0
x_1333688121376501,0,0,0,1,0,0,0,1,1
x_1333699920926526,0,0,0,1,0,0,0,0,1
x_1333700454278465,0,0,0,0,0,0,0,1,0
x_1333708580945110,0,0,0,1,0,0,0,1,0
x_1333728267650865,1,0,0,0,0,0,0,0,0
x_1333742240742110,0,0,0,0,0,0,0,0,0
x_1333756394265712,0,0,0,0,0,0,0,0,0
x_1333783754247785,1,0,0,0,1,0,0,0,0
x_1333788904298425,0,0,0,1,0,0,0,1,1
x_1333849220923759,0,0,0,0,0,0,0,1,1
x_1333862277581132,0,0,0,0,0,0,0,0,1
x_1333867741123252,0,0,0,0,0,0,0,1,1
x_1333873057585302,0,0,0,0,0,0,0,0,0
x_1333935997991561,1,0,0,0,0,0,0,0,0
x_1333947964643659,0,0,0,0,0,0,0,1,1
x_1333982353939237,1,0,0,0,0,0,0,0,0
x_1333986947627227,0,0,1,0,0,0,0,0,0
x_1333989518056661,0,0,0,0,1,0,0,0,0
x_1334000741338554,1,0,0,0,0,0,0,0,0
x_1334049481189665,1,0,0,0,0,0,0,0,0
x_1334078057975467,0,0,0,0,0,0,0,1,1
x_1334084287555633,0,0,0,1,0,0,0,0,0
x_1334093037557262,0,0,0,0,0,0,0,0,0
x_1334110994639295,0,0,1,0,0,0,0,0,0
x_1334117137563804,0,0,0,1,0,0,0,1,1
x_1334128370899003,0,0,1,0,0,0,0,1,0
x_1334144694232491,0,0,0,1,0,0,0,1,0
x_1334146170880450,1,0,0,0,0,0,0,0,0
x_1334195757557775,0,0,0,0,0,0,0,0,0
x_1334220501295375,1,0,0,0,0,0,0,0,0
x_1334268774205754,0,0,0,0,0,0,0,0,1
x_1334271304646491,0,0,0,0,0,0,0,1,1
x_1334272527549782,0,0,0,0,0,1,0,0,0
x_1334284284606057,0,0,0,0,0,0,0,0,1
x_1334284600867024,0,0,1,0,0,0,0,0,0
x_1334288184366304,0,0,1,0,0,0,0,0,0
x_1334289617541144,0,0,0,1,0,0,0,1,1
x_1334314617553066,0,0,0,1,0,0,0,0,1
x_1334331064373071,1,0,0,0,0,0,0,0,0
x_1334374817544781,0,0,1,0,0,0,0,0,0
x_1334380251304740,0,0,0,0,0,0,0,0,0
x_1334397517939435,0,0,0,0,0,0,0,0,0
x_1334474717530054,0,0,0,0,1,0,0,0,0
x_1334478600886703,1,0,0,0,0,0,0,0,0
x_1334487400853851,0,0,1,0,0,0,0,0,0
x_1334537951244069,0,0,0,0,0,0,0,0,0
x_1334545794375293,0,0,0,0,0,0,0,0,1
x_1334559674171972,0,0,0,0,0,0,0,0,1
x_1334568437522859,0,0,0,0,0,0,1,0,0
x_1334597174173516,0,0,0,1,0,0,0,1,1
x_1334655080829643,0,0,0,0,0,0,0,1,1
x_1334682057496758,0,0,0,0,1,0,1,0,0
x_1334709450827039,0,0,0,0,0,0,0,0,1
x_1334774207485732,0,0,0,0,0,0,0,0,1
x_1334787684164652,1,0,0,0,0,0,0,0,0
x_1334789910825621,0,0,0,0,0,0,0,1,0
x_1334794343981500,0,1,0,0,0,0,0,1,0
x_1334800334570533,0,0,0,1,0,0,0,1,1
x_1334812637483189,0,0,0,1,0,0,0,0,1
x_1334820837530020,0,0,0,1,0,0,0,0,0
x_1334867677610331,0,0,0,0,0,0,0,1,1
x_1334876424024840,0,0,0,0,0,0,0,1,0
x_1334927214614589,1,0,0,0,0,0,0,0,0
x_1334927297488766,0,0,0,0,0,0,0,1,1
x_1334937804359331,0,0,0,0,0,0,0,0,0
x_1334939080802379,1,0,0,0,0,0,0,0,0
x_1334940821254475,0,0,0,1,0,0,0,1,0
x_1334963197886896,0,0,0,0,0,0,0,0,1
x_1335018154186900,0,0,0,0,1,0,0,0,0
x_1335027974133331,1,0,0,0,0,0,0,0,0
x_1335037727476428,0,0,0,0,0,0,0,0,1
x_1335082597460895,0,0,0,1,0,0,0,0,0
x_1335120947866992,1,0,0,0,0,0,0,0,0
x_1335140307869666,0,0,0,0,0,0,0,0,0
x_1335179641224028,0,0,0,0,0,0,0,1,1
x_1335180574434753,0,0,0,0,0,0,0,1,1
x_1335185627856231,0,0,0,1,0,0,0,1,0
x_1335189677285281,0,0,0,0,0,0,0,1,1
x_1335228124126948,1,0,0,0,0,0,0,0,0
x_1335229234524314,0,0,0,0,1,0,1,0,0
x_1335231284115936,0,0,0,1,1,0,0,0,0
x_1335241230970614,1,0,0,0,0,0,0,0,0
